station,month,n,baseline_mae,ridge_mae,gain,alpha,is_eligible
28138,12,31,2.6741935483870964,2.528030944885833,0.14616260350126353,0.05465670335994174,1
30636,6,30,1.313333333333333,1.1682001340029573,0.14513319933037572,0.11050751218048915,1
29866,3,19,1.5947368421052632,1.4532358582477953,0.1415009838574679,0.08872998987762012,1
34861,2,28,0.942857142857143,0.803239268524113,0.13961787433302997,0.14807956368654693,1
34861,4,30,0.52,0.3805361925878522,0.1394638074121478,0.2681996296387458,1
26063,2,28,0.6678571428571428,0.5289974694590148,0.138859673398128,0.20791822754799916,1
24738,8,31,1.0225806451612902,0.8840625169449801,0.13851812821631015,0.1354593682872434,1
35121,7,31,0.8645161290322579,0.72670501606268,0.13781111296957793,0.15940837694242227,1
31388,9,30,1.0299999999999996,0.893073421921295,0.13692657807870456,0.1329384253191307,1
31004,12,31,1.2935483870967734,1.1567683274330889,0.13678005966368456,0.10574019574998064,1
34861,5,31,0.7064516129032259,0.5698662984389197,0.13658531446430622,0.1933399428490179,1
30710,4,30,0.8766666666666667,0.7404803067533543,0.1361863599133124,0.15534565769579362,1
30393,11,30,1.573333333333333,1.4391556430835115,0.1341776902498215,0.08528243024353063,1
30230,6,30,0.8366666666666662,0.7025453582625126,0.1341213084041536,0.16030435267428725,1
31873,4,30,1.7866666666666668,1.6552449049681217,0.13142176169854514,0.07355695617455883,1
31004,1,31,1.4354838709677415,1.3047089981264703,0.1307748728412712,0.09110159681077322,1
29838,9,30,1.3866666666666665,1.2561346359802443,0.13053203068642216,0.09413367597578523,1
35121,6,30,0.876666666666667,0.7468207339558123,0.12984593271085476,0.14811323122911182,1
29866,7,30,0.8833333333333333,0.7537876135028827,0.1295457198304506,0.14665553188352898,1
31388,8,20,0.6050000000000005,0.4787477726794105,0.12625222732059005,0.2086813674720495,1
30521,1,31,1.7000000000000004,1.5740734818243334,0.12592651817566702,0.0740744224562747,1
35121,5,31,1.1451612903225805,1.0192484448327679,0.12591284548981263,0.10995206225870963,1
30710,10,31,0.9580645161290322,0.8326575074149747,0.12540700871405752,0.1308962043816762,1
30710,6,30,0.8533333333333333,0.7285656634565388,0.12476766987679444,0.1462121131368685,1
30965,2,28,2.9142857142857146,2.7899044015398604,0.12438131274585418,0.042679862216714666,1
21946,7,31,1.4709677419354839,1.34815317051938,0.12281457141610375,0.08349236214691264,1
31004,7,31,0.9387096774193546,0.8162238121521189,0.1224858652672357,0.13048322416784564,1
29612,7,31,0.6290322580645162,0.5066853971402792,0.12234686092423708,0.19450013787955633,1
37235,3,31,0.7161290322580646,0.5947241462451408,0.12140488601292376,0.169529345333362,1
21946,10,31,1.3000000000000003,1.1787301389485876,0.12126986105141269,0.09328450850108666,1
34391,7,31,0.829032258064516,0.7091612105439894,0.11987104752052657,0.14459153591970134,1
30252,7,31,1.058064516129032,0.9384549222225013,0.11960959390653081,0.1130456527775139,1
32411,2,28,2.15,2.0304568618086196,0.1195431381913803,0.055601459623897814,1
29430,1,31,0.8774193548387098,0.7609756106748867,0.11644374416382308,0.13271162018671012,1
21982,10,31,0.9580645161290322,0.8419434711329453,0.11612104499608689,0.12120378433934996,1
30054,4,30,1.16,1.0438960454566404,0.11610395454335953,0.10008961598565477,1
29866,12,31,2.0258064516129033,1.9098269940623407,0.1159794575505626,0.05725100611572358,1
27333,7,26,1.6076923076923075,1.4918034192984335,0.11588888839387401,0.07208399756556758,1
25551,1,30,2.386666666666667,2.271261461477993,0.11540520518867403,0.048354136252237716,1
25551,11,30,3.2833333333333328,3.1681287725277523,0.1152045608055805,0.03508768349408544,1
