station,month,n,baseline_mae,xgb_mae,gain,alpha,is_eligible
24125,6,30,0.6366666666666669,0.5442269738515216,0.0924396928151453,0.14519323478818627,1
31388,11,30,1.8166666666666667,1.7244671634833015,0.09219950318336512,0.05075202010093493,1
30823,1,31,2.1838709677419357,2.0918237009356098,0.09204726680632591,0.04214867460850964,1
24688,11,30,2.3600000000000003,2.2682159296671554,0.09178407033284497,0.03889155522578176,1
29838,7,31,1.2580645161290318,1.1663101134761686,0.09175440265286317,0.07293298672407075,1
29866,4,20,1.36,1.2684439283609392,0.09155607163906088,0.06732064091107418,1
29282,7,31,0.7612903225806454,0.6703604175198462,0.09092990506079923,0.11944182444427014,1
30372,6,30,1.1666666666666672,1.076048081715902,0.09061858495076525,0.07767307281494161,1
23884,1,31,2.1870967741935488,2.0965452994069746,0.0905514747865741,0.04140259171657518,1
23711,2,28,1.0107142857142857,0.9203284893717087,0.09038579634257693,0.08942764302445774,1
37235,3,31,0.7161290322580646,0.6260099457156272,0.09011908654243739,0.12584196769439454,1
22837,10,31,0.8903225806451612,0.8003504614195517,0.08997211922560955,0.10105564115919914,1
31594,9,30,1.5266666666666666,1.4368364938100175,0.08983017285664907,0.058840724578591096,1
31532,11,30,2.1066666666666665,2.016939302782218,0.08972736388444869,0.04259210310970666,1
29698,1,31,2.2677419354838704,2.1784017685920958,0.0893401668917746,0.039396090663513704,1
28138,7,27,2.5444444444444447,2.455231786657263,0.0892126577871819,0.035061743235136986,1
31329,6,30,1.1200000000000003,1.0309355227152506,0.08906447728474975,0.07952185471852655,1
30521,9,30,1.39,1.3010193173090614,0.0889806826909385,0.06401487963376871,1
28698,2,28,1.407142857142858,1.3182781568595345,0.08886470028332338,0.06315257888154958,1
22820,5,31,0.7741935483870968,0.6856892816482051,0.08850426673889167,0.11431801120440174,1
31873,10,31,1.5870967741935489,1.4989684789411486,0.08812829525240029,0.05552799091106521,1
31707,4,30,1.4599999999999997,1.3719598122437797,0.08804018775622002,0.06030149846316441,1
29866,12,31,2.0258064516129033,1.9379422030141276,0.08786424859877573,0.04337247940385426,1
31532,5,31,1.1451612903225812,1.0573196995642877,0.08784159075829345,0.07670674122555199,1
30823,4,30,1.3966666666666667,1.3093952873597543,0.08727137930691242,0.062485474444090035,1
30777,4,30,1.2566666666666668,1.169601647456487,0.08706501921017984,0.06928250865531552,1
31004,1,31,1.4354838709677415,1.3486642160723283,0.08681965489541321,0.060481107904669894,1
31388,9,30,1.0299999999999996,0.9435457515716554,0.08645424842834415,0.08393616352266425,1
30777,9,30,1.2633333333333334,1.1771659135818482,0.08616741975148523,0.06820640085869543,1
30949,5,31,1.1354838709677417,1.049712864045174,0.08577100692256767,0.07553696632385222,1
29231,7,31,0.8677419354838714,0.7821454571139428,0.08559647836992856,0.09864278176460164,1
